Kanji|JLPT-test|GPT-PT-BR|word1|reading1|translation1|word2|reading2|translation2|word3|reading3|translation3
滅|1|Destruição, Aniquilação|滅びる|ほろびる|perecer|滅亡|めつぼう|extinção|滅菌|めっきん|esterilização
免|1|Isenção, Licença|免許|めんきょ|licença|免除|めんじょ|isenção|免税|めんぜい|isenção de impostos
面|3|Rosto, superfície|面白い|おもしろい|engraçado/interessante|面接|めんせつ|entrevista|表面|ひょうめん|superfície
綿|2|Algodão|綿毛|わたげ|pólen|綿|わた|algodão|綿製品|めんせいひん|produtos de algodão
麺|0|Massa|麺類|めんるい|tipos de massa|うどん|うどん|udon|ラーメン|らーめん|ramen
茂|1|Denso, Ramo|茂み|しげみ|arbusto|茂る|しげる|crescer denso|繁茂|はんも|vegetação densa
模|1|Modelo, Imitação|模様|もよう|padrão|模倣|もほう|imitação|模擬|もぎ|simulação
毛|2|Pelo, cabelo|毛髪|もうはつ|cabelo|毛虫|けむし|lagarta|毛合わせ|けあわせ|fiação de lã
妄|1|Ilusão, Fantasia|妄想|もうそう|ilusão, delírio|妄信|もうしん|crença cega|妄言|もうげん|fala insensata
盲|1|Cego|盲目|もうもく|cegueira|盲信|もうしん|crença cega|盲導犬|もうどうけん|cão guia
耗|1|Desgaste, Consumo|消耗|しょうもう|desgaste|耗費|こうひ|consumo|耗絶|こうぜつ|extinção
猛|1|Feroz, Violento|猛獣|もうじゅう|fera|猛スピード|もうスピード|alta velocidade|猛烈|もうれつ|intenso
網|1|Rede|網戸|あみど|tela de mosquito|網目|あみめ|malha|網羅|もうら|abrangência
目|4|Olho|目標|もくひょう|objetivo|目撃|もくげき|testemunho|目指す|めざす|almejar
黙|1|Silêncio, Calar|黙る|だまる|calar-se|黙示録|もくしろく|Apocalipse|黙認|もくにん|tolerância
門|3|Porta, Entrada|門口|もんこう|entrada|門番|もんばん|porteiro|門前|もんぜん|em frente da porta
紋|1|Emblema, padrão|家紋|いえもん|brasão familiar|文様|もんよう|padrão decorativo|紋章|もんしょう|emblema
問|4|Pergunta|問題|もんだい|problema|質問|しつもん|pergunta|問合せ|といあわせ|inquérito
冶|1|Metalurgia|冶金|やきん|metalurgia|冶療|やりょう|tratamento metalúrgico|冶鉄|やてつ|fabricação de ferro
夜|4|Noite|夜市|よいち|mercado noturno|夜空|よぞら| céu noturno|夜勤|やきん|turno da noite
野|4|Campo, Terra|野菜|やさい|vegetais|野球|やきゅう|beisebol|野生|やせい|selvagem
弥|1|pleno, completo|弥生|やよい|março|弥勒|みろく|Maitreya|弥陀|あみだ|Amitabha
厄|1|Infortúnio, Maldição|厄年|やくどし|ano de infortúnio|厄介|やっかい|problema, incômodo|厄除け|やくよけ|proteção contra infortúnios
役|3|Papel, Função|役割|やくわり|papel (em um grupo)|役者|やくしゃ|ator|役目|やくめ|dever, responsabilidade
約|3|Cerca, Aproximadamente|約束|やくそく|promessa|約二千|やくにせん|cerca de dois mil|約款|やくかん|contrato
訳|1|Tradução|翻訳|ほんやく|tradução (de um texto)|通訳|つうやく|interpretação (fala)|訳語|やくご|equivalente (palavra tradutora)
薬|3|Remédio|薬局|やっきょく|farmácia|薬品|やくひん|produto farmacêutico|薬剤師|やくざいし|farmacêutico
躍|1|Pular, Dançar|躍動|やくどう|vibrar|躍進|やくしん|avanço|躍る|おどる|dançar
闇|0|Escuridão|闇夜|やみよ|noite escura|闇市|やみいち|mercado negro|闇組織|やみそしき|organização clandestina
由|3|Causa, motivo|理由|りゆう|razão|由来|ゆらい|origem|由緒|ゆいしょ|tradição
油|2|Óleo|油脂|ゆし|gordura|油断|ゆだん|desatenção|食油|しょくゆ|óleo de cozinha
喩|0|Metáfora, Comparação|喩え|たとえ|exemplo/metáfora|喩兆|ゆちょう|sinal alegórico|喩文|ゆぶん|frase metafórica
愉|1|Alegre, Prazeroso|愉快|ゆかい|divertido|愉悅|ゆえつ|satisfação|愉しむ|たのしむ|aproveitar
諭|1|Instruir|諭示|ゆじ|instrução|諭す|さとす|advertir|諭達|ゆたつ|comunicação
輸|2|Importação|輸送|ゆそう|transporte|輸出|ゆしゅつ|exportação|輸入|ゆにゅう|importação
癒|1|Cura, Conforto|癒し|いやし|cura|癒える|いえる|sarar|癒す|いやす|curar
唯|1|Apenas, Somente|唯一|ゆいいつ|único|唯我独尊|ゆいがどくそん|só eu sou superior|唯心|ゆいしん|apenas a mente
友|5|Amigo|友達|ともだち|amigo|友人|ゆうじん|amigo, conhecido|親友|しんゆう|melhor amigo
有|4|Ter, Existir|有名|ゆうめい|famoso|有料|ゆうりょう|pago|有利|ゆうり|vantajoso
勇|2|Valor, Coragem|勇気|ゆうき|coragem|勇者|ゆうしゃ|herói|勇敢|ゆうかん|braveza
幽|1|Fantasma, Sombras|幽霊|ゆうれい|fantasma|幽暗|ゆうあん|escuridão|幽情|ゆうじょう|afeto sutil
悠|1|Calmo, eterno|悠久|ゆうきゅう|eternidade|悠々|ゆうゆう|tranquilamente|悠揚|ゆうよう|majestoso
郵|2|Correio|郵便|ゆうびん|correio|郵政|ゆうせい|serviço postal|郵送|ゆうそう|envio pelo correio
湧|1|Borbulhar, jorrar|湧水|ゆうすい|água de fonte|湧く|わく|borbulhar|湧き出る|わきでる|jorrar
猶|1|Ainda, Também|猶予|ゆうよ|adiamento|猶存|ゆうぞん|sobrevivência|猶、なお|なお|ainda, também
裕|1|Riqueza, Abundância|豊裕|ほうゆう|abundância|裕福|ゆうふく|rico|裕姿|ゆうし|elegância
遊|3|Diversão, Jogar|遊び|あそび|brincadeira|遊園地|ゆうえんち|parque de diversões|遊ぶ|あそぶ|brincar
雄|1|Masculino, heróico|雄大|ゆうだい|grandioso|英雄|えいゆう|herói|雄叫び|おたけび|grito masculino
誘|1|Chamar, Convidar|誘う|さそう|convidar|誘導|ゆうどう|guiar|誘拐|ゆうかい|sequestro
憂|1|Tristeza, Preocupação|憂鬱|ゆううつ|depressão|憂慮|ゆうりょ|preocupação|憂傷|ゆうしょう|tristeza
融|1|Fusão, Derretimento|融資|ゆうし|financiamento|融点|ゆうてん|ponto de fusão|融和|ゆうわ|harmonia
優|3|Superioridade, Excelência|優しい|やさしい|gentil|優れた|すぐれた|excepcional|優先|ゆうせん|prioridade
与|3|Dar, oferecer|与える|あたえる|dar, oferecer|与党|よとう|partido governante|与えられる|あたえられる|ser dado, ser oferecido
予|3|Previsão, Expectativa|予測|よそく|previsão|予約|よやく|reserva|予算|よさん|orçamento
余|3|Sobras|余裕|よゆう|margem|余剰|よじょう|excedente|余計|よけい|excesso
誉|1|Honra, Glória|誉れ|ほまれ|honra|名誉|めいよ|prestígio|誉める|ほめる|elogiar
預|2|Depositar, Confiar|預金|よきん|depósito|預かり|あずかり|guarda|預言|よげん|profecia
幼|2|Infância|幼稚園|ようちえん|jardim de infância|幼い|おさない|criança|幼児|ようじ|bebê
用|4|Uso, Aplicação|用事|ようじ|compromisso|使用|しよう|uso|用意|ようい|preparação
羊|1|Ovelha|羊肉|ようにく|carne de ovelha|羊毛|ようもう|lã de ovelha|羊飼い|ひつじかい|pastor de ovelhas
妖|0|Espírito, Monstro|妖怪|ようかい|monstro|妖精|ようせい|fada|妖艶|ようえん|sedutor
洋|4|Ocidental|洋服|ようふく|roupa ocidental|洋酒|ようしゅ|bebida ocidental|洋画|ようが|filme ocidental
要|3|Necessário, Importante|必要|ひつよう|necessidade|要点|ようてん|ponto importante|要素|ようそ|elemento
容|3|Forma, Aparência|容姿|ようし|aparência|内容|ないよう|conteúdo|容認|ようにん|aceitação
庸|1|Comum, ordinário|庸人|ようじん|pessoa comum|庸務|ようむ|serviço comum|庸概|ようがい|ideia comum
揚|1|Fritar, Levantar|揚げる|あげる|fritar|揚げ物|あげもの|prato frito|揚げたて|あげたて|fresco frito
揺|1|Oscilar, Tremer|揺れる|ゆれる|balançar|揺さぶる|ゆさぶる|agitar|揺れ|ゆれ|tremor
葉|3|Folha|葉っぱ|はっぱ|folha|葉書|はがき|cartão postal|葉音|はおん|som da folha
陽|3|Sol, Luz|陽気|ようき|alegre, ensolarado|陽光|ようこう|luz solar|陽平|ようへい|paz solar
溶|2|Derretido, Dissolver|溶液|ようえき|solução|溶鉱炉|ようこうろ|alto-forno|溶ける|とける|derreter
腰|2|Cintura|腰痛|ようつう|dor nas costas|腰掛ける|こしかける|sentar-se|腰巻き|こしまき|faixa na cintura
様|3|Forma, aparência|様子|ようす|aparência, condição|様式|ようしき|estilo, forma|様々|さまざま|vários, diversos
瘍|0|Úlcera|瘍腫|ようしゅ|tumor ulceroso|膿瘍|のうよう|abscesso|化膿瘍|かのうよう|úlcera supurativa
踊|2|Dança|踊り|おどり|dança|踊る|おどる|dançar|踊り子|おどりこ|dançarino
窯|1|Forno|窯業|ようぎょう|indústria de cerâmica|窯|かま|forno|焼窯|やきかま|forno de queima
養|1|Criar, Nutrir|養育|よういく|criação|養成|ようせい|formação|養生|ようじょう|cuidados de saúde
擁|1|Apoio, proteção|擁護|ようご|defesa|擁立|ようりつ|apoio (a um candidato)|擁する|ようする|possuir
謡|1|Cântico, Música|謡曲|ようきょく|canção|謡唱|ようしょう|cantar|謡い手|うたいて|cantor
曜|4|Dia da semana|曜日|ようび|dia da semana|火曜日|かようび|terça-feira|水曜日|すいようび|quarta-feira
抑|1|Reprimir, Suprimir|抑圧|よくあつ|opressão|抑制|よくせい|controle|抑止|よくし|dissuasão
沃|0|Fértil|沃土|よくど|terra fértil|富沃|ふうよく|prosperidade|沃野|よくや|campo fértil
浴|2|Banho|浴室|よくしつ|banheiro|入浴|にゅうよく|banho|浴びる|あびる|tomar (banho)
欲|3|Desejo|欲しい|ほしい|quero|欲望|よくぼう|desejo|欲張り|よくばり|ganancioso
翌|2|Próximo, Seguinte|翌日|よくじつ|dia seguinte|翌年|よくねん|ano seguinte|翌週|よくしゅう|semana seguinte
翼|1|Asa|翼端|よくたん|ponta da asa|翼人|よくじん|ser alado|翼膜|よくまく|membrana da asa
拉|0|Puxar|引拉|いんら|atrair|拉致|らち|sequestro|拉力|らりょく|força de tração
裸|1|Nu, Desnudado|裸足|はだし|descalço|裸の王様|はだかのおうさま|o rei nu|素裸|すはだ|completamente nu
羅|1|Rede|羅列|られつ|Listagem|網羅|もうら|Abrangência|羅漢|らかん|Arhat
来|5|Vir, Chegar|来る|くる|vir|来年|らいねん|próximo ano|来日|らいにち|visita ao Japão
雷|1|Relâmpago, trovão|雷雨|らいう|chuva com trovões|雷鳴|らいめい|rugido do trovão|雷神|らいじん|deus do trovão
頼|3|Pedido, Confiança|頼む|たのむ|pedir|頼り|たより|confiar|頼もしい|たのもしい|confiável
絡|2|Enredar|絡む|からむ|enredar|絡み合う|からみあう|entrelaçar|絡繰り|からくり|mecanismo
落|3|Cair, Queda|落ちる|おちる|cair|落とす|おとす|derrubar|落葉|おちば|folha caída
酪|1|Laticínio|酪農|らくのう|pecuária de laticínios|酪|らく|leite fermentado|酪製品|らくせいひん|produtos lácteos
辣|0|Picante|辛辣|しんらつ|agressivo, mordaz|辣椒|らっきょう|pimenta|辣味|らつみ|sabor picante
乱|2|Caos, desordem|乱れる|みだれる|desordenar|乱暴|らんぼう|violento|混乱|こんらん|confusão
卵|2|Ovo|卵焼き|たまごやき|omelete|卵白|らんぱく|clara de ovo|卵　|たまご|ovo
覧|1|Visualização, Observação|覧覧|らんらん|visitação|覧表|らんひょう|tabela de visualização|覧獲|らんかく|observação
濫|1|Excesso, abuso|濫用|らんよう|abuso|濫死|らんし|morte excessiva|濫伐|らんばつ|desmatamento excessivo
藍|1|Índigo|藍染め|あいぞめ|tingimento em índigo|藍色|あいじき|cor índigo|藍草|あいぐさ|erva índigo
欄|1|Coluna, Seção|欄外|らんがい|margem|欄干|らんかん|corrimão|欄目|らんもく|categoria
吏|1|Funcionário, oficial|吏員|りいん|funcionário público|吏族|りぞく|classe oficial|大吏|だいり|alto funcionário
利|3|Benefício, Vantagem|利益|りえき|lucro|便利|べんり|conveniente|利口|りこう|inteligente
里|0|Aldeia, Campo|里芋|さといも|taro|里帰り|さとがえり|visita à terra natal|里山|さとやま|montanha rural
理|4|Lógica, Princípio|料理|りょうり|culinária|理論|りろん|teoria|理想|りそう|ideal
痢|1|Diarreia|痢疾|りしつ|diarreia infecciosa|赤痢|せきり|disenteria|痢病|りびょう|doença diarréica
裏|2|Fundo, Inverso|裏切り|うらぎり|traição|裏面|りめん|parte de trás|裏側|うらがわ|lado de trás
履|1|Calçado, Vestuário|履歴|りれき|histórico|履物|はきもの|calçado|履く|はく|usar (calçado)
璃|1|Vidro|瑠璃|るり|lápis-lazúli|硝璃|しょうり|vidro de sódio|瑠璃色|るりいろ|cor de lápis-lazúli
離|1|Separar|離婚|りこん|divórcio|離れる|はなれる|separar-se|離れ業|はなれわざ|técnica de separação
陸|2|Terra, Continente|陸上|りくじょう|atletismo|陸地|りくち|terra firme|沿陸|えんりく|costa
立|4|Levantar, Ficar em pé|立場|たちば|posição|立つ|たつ|levantar-se|成立|せいりつ|estabelecimento
律|2|Regra, lei|法律|ほうりつ|direito, lei|音律|おんりつ|melodia, harmonia|律動|りつどう|ritmo
慄|0|Treme|恐慄|きょうりつ|medo, pavor|感慄|かんりつ|apreensão|慄然|りつぜん|tremendo, aterrorizado
略|2|Abreviação|略奪|りゃくだつ|saque|略式|りゃくしき|informal|略語|りゃくご|abreviação
柳|1|Salgueiro|柳の木|やなぎのき|árvore de salgueiro|柳楽|りゅうが|Ryuga (nome próprio)|柳川|やなかわ|Rio Yanagawa
流|3|Fluxo|流れる|ながれる|fluir|流れ|ながれ|corrente|流行|りゅうこう|moda
留|3|Permanecer|留学|りゅうがく|estudar no exterior|留守|るす|ausente|留まる|とどまる|permanecer
竜|1|Dragão|竜巻|たつまき|tornado|竜神|りゅうじん|deus dragão|竜胆|りゅうたん|orelhinha
粒|2|Grão, partícula|粒子|りゅうし|partícula|粒米|つぶこめ|grão de arroz|粒揃い|つぶぞろい|grãos uniformes
隆|1|Riqueza, Prosperidade|隆盛|りゅうせい|prosperidade|隆起|りゅうき|elevação|隆々|りゅうりゅう|abundante
硫|1|Enxofre|硫酸|りゅうさん|ácido sulfúrico|硫黄|いおう|enxofre|硫化水素|りゅうかすいそ|sulfeto de hidrogênio
侶|0|Companheiro|侶|りょ|companheiro|恋侶|れんりょ|par romântico|伴侶|はんりょ|cônjuge
旅|4|Viagem|旅行|りょこう|viagem|旅館|りょかん|pousada|旅人|たびびと|viajante
虜|1|Prisioneiro, cativo|虜囚|りょしゅう|prisioneiro|虜レ|りょれ|cativo|虜愛|りょあい|amor cativo
慮|1|Consideração|配慮|はいりょ|Consideração|気慮|きりょ|Preocupação|思慮|しりょ|Reflexão
了|2|Conclusão, finalização|了解|りょうかい|entendido|終了|しゅうりょう|finalização|完了|かんりょう|completado
両|3|Ambos, Dois|両親|りょうしん|pais|両方|りょうほう|ambos|両替|りょうがえ|câmbio
良|3|Bom, bom sinal|良い|よい|bom|良質|りょうしつ|alta qualidade|善良|ぜんりょう|bondade
料|4|Material, Custo|料理|りょうり|cozinha, prato|料金|りょうきん|custo, tarifa|資料|しりょう|material, dado
涼|2|Fresco, Frio|涼しい|すずしい|fresco|涼風|りょうふう|vento fresco|涼感|りょうかん|sensação de frescor
猟|1|Caça|猟犬|りょうけん|cão de caça|猟師|りょうし|caçador|猟獣|りょうじゅう|animal de caça
陵|1|Túmulo|陵水|りょうすい|Rio Ryo|皇陵|こうりょう|Túmulo Imperial|陵墓|りょうぼ|Túmulo
量|2|Quantidade, Medida|量産|りょうさん|produção em massa|量る|はかる|medir|数量|すうりょう|quantidade
僚|1|Colega, parceiro|僚友|りょうゆう|colega de classe|同僚|どうりょう|colega de trabalho|僚官|りょうかん|oficial associado
領|2|Território, Domínio|領域|りょういき|domínio|領土|りょうど|território|領収書|りょうしゅうしょ|recibo
寮|1|Residência|学生寮|がくせいりょう|república estudantil|寮生活|りょうせいかつ|vida em dormitório|寮費|りょうひ|taxa de dormitório
療|2|Tratamento|治療|ちりょう|tratamento|療法|りょうほう|terapia|療養|りょうよう|cuidado médico
瞭|1|Clareza|瞭然|りょうぜん|claro, evidente|明瞭|めいりょう|claro, nítido|清瞭|せいりょう|transparente, puro
糧|1|Alimento, Sustento|糧食|りょうしょく|alimento|糧|かて|sustento|糧庫|りょうこ|armazém
力|4|Força, Poder|力士|りきし|lutador de sumô|力学|りきがく|mecânica|力量|りきりょう|capacidade
緑|2|Verde|緑茶|りょくちゃ|chá verde|緑化|りょっか|greening (desmatamento controlado)|緑色|みどりいろ|cor verde
林|3|Floresta|森林|しんりん|mata|林業|りんぎょう|silvicultura|林道|りんどう|estrada florestal
厘|1|Centésimo|厘金|りんきん|moeda de centavos|一厘|いちりん|um centésimo|厘の差|りんのさ|diferença de centésimos
倫|1|Ética|倫理|りんり|ética|倫常|りんじょう|moralidade|倫家|りんか|família ética
輪|2|Roda, Círculo|輪廻|りんね|reencarnação|輪郭|りんかく|contorno|輪ゴム|わごむ|elástico
隣|1|Vizinho|隣人|りんじん|vizinho|隣接|りんせつ|adjacente|隣国|りんこく|país vizinho
臨|1|Imediato, Próximo|臨時|りんじ|temporário|臨場|りんじょう|presença|臨戦|りんせん|preparação para combate
瑠|1|Lápis-lazúli|瑠璃|るり|lápis-lazúli|瑠璃色|るりいろ|cor de lápis-lazúli|瑠璃光|るりこう|luz de lápis-lazúli
涙|2|Lágrima|涙腺|るいせん|glândula lacrimal|涙ぐむ|なみだぐむ|ficar emocionado|涙声|なみだごえ|voz trêmula
累|1|Acúmulo, carga|累積|るいせき|acúmulo|累犯|るいはん|delito repetido|累計|るいけい|total acumulado
